008dbba22a46ab34ecfddb812ff8b12f	*	0.0	0	0	0	0	0	0	0	-1	0
0bdc3916c08d9c6d79ed4a34218940c8	*	0.0	0	0	0	0	0	0	0	-1	0
0e21d69aec98a8315bba0ad757d8c313	*	0.0	0	0	0	0	0	0	0	-1	0
08fc39e98411c938bb862cab397437be	*	0.0	0	0	0	0	0	0	0	-1	0
02afebb71268594917fa69fbc6637889	*	0.0	0	0	0	0	0	0	0	-1	0
035904cc243fb126f342c49aff6b2e37	*	0.0	0	0	0	0	0	0	0	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	KP013114	97.1	172	5	0	1	172	1	950	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	OR002149	97.1	172	5	0	1	172	1	948	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	OR379609	97.1	172	5	0	1	172	1	172	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	PP620800	97.1	172	5	0	1	172	1	679	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	OP422385	97.1	172	5	0	1	172	1	1131	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	AB127394	96.5	172	6	0	1	172	1	950	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	MH324426	96.5	172	6	0	1	172	1	950	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	AP011227	95.3	172	8	0	1	172	1	949	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	EU265776	95.3	172	8	0	1	172	1	950	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	LC458052	95.3	172	8	0	1	172	1	172	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	MT501362	95.3	172	8	0	1	172	1	950	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	MT501363	95.3	172	8	0	1	172	1	950	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	MT501370	95.3	172	8	0	1	172	1	950	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	MT501386	95.3	172	8	0	1	172	1	950	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	NC_066945	95.3	172	8	0	1	172	1	950	-1	0
07a4ba9f8fdb474357a4112e5c2bf784	NC_066946	95.3	172	8	0	1	172	1	950	-1	0
